
# Number fields downloaded from the LMFDB on 02 June 2026.
# Search link: https://www.lmfdb.org/NumberField/?degree=4&signature=(4,0)&galois_group=C4&field_is=gal&sort_order=rd
# Query "{'degree': 4, 'galois_label': '4T1', 'r2': 0, 'is_galois': True}" returned 11147 fields, sorted by root discriminant.

# Each entry in the following data list has the form:
#    [Label, Polynomial, Discriminant, Root discriminant, Galois group, Class group]
# For more details, see the definitions at the bottom of the file.



"4.4.903168.2"	[882, 0, -84, 0, 1]	903168	30.8277717961	"4T1"	[2]
"4.4.912673.1"	[-61, -91, -36, -1, 1]	912673	30.9085620302	"4T1"	[]
"4.4.946125.1"	[2311, 109, -109, -1, 1]	946125	31.187971563	"4T1"	[2, 2]
"4.4.968000.2"	[2420, 0, -110, 0, 1]	968000	31.3667006569	"4T1"	[2]
"4.4.1035125.1"	[2531, 114, -114, -1, 1]	1035125	31.8968796242	"4T1"	[2]
"4.4.1083392.2"	[1058, 0, -92, 0, 1]	1083392	32.2623802889	"4T1"	[]
"4.4.1162213.1"	[393, -74, -76, -1, 1]	1162213	32.8338214554	"4T1"	[]
"4.4.1195061.1"	[-35, 154, -54, -1, 1]	1195061	33.0634005488	"4T1"	[]
"4.4.1265472.2"	[468, 0, -78, 0, 1]	1265472	33.5400059324	"4T1"	[2]
"4.4.1326125.1"	[3251, 129, -129, -1, 1]	1326125	33.9348642021	"4T1"	[]
"4.4.1339893.1"	[-59, -116, -46, -1, 1]	1339893	34.0226023754	"4T1"	[]
"4.4.1352000.1"	[3380, 0, -130, 0, 1]	1352000	34.099198646	"4T1"	[2]
"4.4.1431125.1"	[3511, 134, -134, -1, 1]	1431125	34.5875175166	"4T1"	[]
"4.4.1442897.1"	[-64, 120, -42, -1, 1]	1442897	34.6584257698	"4T1"	[]
"4.4.1540125.1"	[3781, 139, -139, -1, 1]	1540125	35.228081519	"4T1"	[2]
"4.4.1560896.1"	[116, 0, -58, 0, 1]	1560896	35.34626197	"4T1"	[]
"4.4.1682000.2"	[4205, 0, -145, 0, 1]	1682000	36.0127675547	"4T1"	[2, 2]
"4.4.1722368.1"	[1682, 0, -116, 0, 1]	1722368	36.226926255	"4T1"	[2]
"4.4.1723025.1"	[160, -100, -56, -1, 1]	1723025	36.2303804655	"4T1"	[2]
"4.4.1770125.1"	[4351, 149, -149, -1, 1]	1770125	36.4754773322	"4T1"	[2]
"4.4.1891125.1"	[4651, 154, -154, -1, 1]	1891125	37.0834438282	"4T1"	[2, 2]
"4.4.1968128.2"	[1922, 0, -124, 0, 1]	1968128	37.4553047494	"4T1"	[]
"4.4.2016125.1"	[4961, 159, -159, -1, 1]	2016125	37.6816024833	"4T1"	[]
"4.4.2042829.1"	[117, 141, -53, -1, 1]	2042829	37.8057626651	"4T1"	[]
"4.4.2111317.1"	[731, -100, -102, -1, 1]	2111317	38.1187245853	"4T1"	[]
"4.4.2145125.1"	[5281, 164, -164, -1, 1]	2145125	38.2704131838	"4T1"	[]
"4.4.2166633.1"	[1786, 1, -91, -1, 1]	2166633	38.3659837401	"4T1"	[2]
"4.4.2178000.1"	[5445, 0, -165, 0, 1]	2178000	38.416205762	"4T1"	[2, 2]
"4.4.2230272.1"	[2178, 0, -132, 0, 1]	2230272	38.6446570934	"4T1"	[2]
"4.4.2304000.1"	[90, 0, -60, 0, 1]	2304000	38.960149857	"4T1"	[4]
"4.4.2304000.2"	[810, 0, -60, 0, 1]	2304000	38.960149857	"4T1"	[4]
"4.4.2312000.1"	[5780, 0, -170, 0, 1]	2312000	38.9939254846	"4T1"	[2]
"4.4.2382032.1"	[53, 0, -53, 0, 1]	2382032	39.28591728	"4T1"	[5]
"4.4.2415125.1"	[5951, 174, -174, -1, 1]	2415125	39.4216595841	"4T1"	[]
"4.4.2481997.1"	[863, 67, -69, -1, 1]	2481997	39.6917560124	"4T1"	[]
"4.4.2508800.1"	[2450, 0, -140, 0, 1]	2508800	39.7984822557	"4T1"	[2]
"4.4.2556125.1"	[6301, 179, -179, -1, 1]	2556125	39.9848546816	"4T1"	[2]
"4.4.2571353.1"	[-236, 214, -51, -1, 1]	2571353	40.0442740947	"4T1"	[]
"4.4.2691325.1"	[939, -113, -115, -1, 1]	2691325	40.5034051696	"4T1"	[2]
"4.4.2738000.1"	[6845, 0, -185, 0, 1]	2738000	40.6778846961	"4T1"	[2]
"4.4.2803712.1"	[2738, 0, -148, 0, 1]	2803712	40.9197856525	"4T1"	[2]
"4.4.2829888.2"	[2448, 0, -102, 0, 1]	2829888	41.0149618463	"4T1"	[2]
"4.4.2850125.1"	[7031, 189, -189, -1, 1]	2850125	41.0880922289	"4T1"	[]
"4.4.2888000.1"	[7220, 0, -190, 0, 1]	2888000	41.2239210035	"4T1"	[2]
"4.4.2951069.1"	[23, 241, -83, -1, 1]	2951069	41.4471660488	"4T1"	[]
"4.4.3048625.1"	[-64, -136, -54, -1, 1]	3048625	41.7855383348	"4T1"	[4]
"4.4.3048625.2"	[81, 9, -54, -1, 1]	3048625	41.7855383348	"4T1"	[4]
"4.4.3115008.1"	[3042, 0, -156, 0, 1]	3115008	42.011171441	"4T1"	[2]
"4.4.3160125.1"	[7801, 199, -199, -1, 1]	3160125	42.162471964	"4T1"	[2]
"4.4.3241792.1"	[1332, 0, -74, 0, 1]	3241792	42.4322720222	"4T1"	[]
"4.4.3321125.1"	[8201, 204, -204, -1, 1]	3321125	42.6895233244	"4T1"	[]
"4.4.3362000.1"	[8405, 0, -205, 0, 1]	3362000	42.8202725534	"4T1"	[2, 2]
"4.4.3442688.2"	[3362, 0, -164, 0, 1]	3442688	43.0749137415	"4T1"	[2, 2]
"4.4.3486125.1"	[8611, 209, -209, -1, 1]	3486125	43.2101465076	"4T1"	[]
"4.4.3515200.1"	[1300, 0, -130, 0, 1]	3515200	43.2999614693	"4T1"	[2]
"4.4.3528000.1"	[8820, 0, -210, 0, 1]	3528000	43.3393251113	"4T1"	[2, 2]
"4.4.3631696.1"	[549, 0, -61, 0, 1]	3631696	43.6543345032	"4T1"	[]
"4.4.3786752.1"	[3698, 0, -172, 0, 1]	3786752	44.1130123867	"4T1"	[]
"4.4.3851792.1"	[3332, 0, -119, 0, 1]	3851792	44.3012220801	"4T1"	[2]
"4.4.4005125.1"	[9901, 224, -224, -1, 1]	4005125	44.735677483	"4T1"	[]
"4.4.4062253.1"	[1433, -139, -141, -1, 1]	4062253	44.8943555805	"4T1"	[]
"4.4.4131833.1"	[3452, 1, -125, -1, 1]	4131833	45.085375383	"4T1"	[2]
"4.4.4186125.1"	[10351, 229, -229, -1, 1]	4186125	45.2327558238	"4T1"	[2, 2]
"4.4.4232000.1"	[10580, 0, -230, 0, 1]	4232000	45.3561742137	"4T1"	[2]
"4.4.4371125.1"	[10811, 234, -234, -1, 1]	4371125	45.7244306576	"4T1"	[2]
"4.4.4410944.2"	[656, 0, -82, 0, 1]	4410944	45.8282091062	"4T1"	[2, 2]
"4.4.4499456.1"	[26, 0, -52, 0, 1]	4499456	46.056401484	"4T1"	[2]
"4.4.4499456.2"	[650, 0, -52, 0, 1]	4499456	46.056401484	"4T1"	[2]
"4.4.4524032.2"	[4418, 0, -188, 0, 1]	4524032	46.1191630216	"4T1"	[]
"4.4.4560125.1"	[11281, 239, -239, -1, 1]	4560125	46.2108744617	"4T1"	[]
"4.4.4853173.1"	[1719, -152, -154, -1, 1]	4853173	46.9360397702	"4T1"	[]
"4.4.4950125.1"	[12251, 249, -249, -1, 1]	4950125	47.1687146063	"4T1"	[]
"4.4.5151125.2"	[12751, 254, -254, -1, 1]	5151125	47.6404134865	"4T1"	[2, 2]
"4.4.5326848.2"	[5202, 0, -204, 0, 1]	5326848	48.0416125228	"4T1"	[2, 2]
"4.4.5350257.1"	[4489, 1, -142, -1, 1]	5350257	48.0943058581	"4T1"	[2]
"4.4.5487525.2"	[139, 328, -112, -1, 1]	5487525	48.3998625112	"4T1"	[2, 2]
"4.4.5527125.1"	[-339, 324, -74, -1, 1]	5527125	48.4869450121	"4T1"	[4]
"4.4.5527125.2"	[171, -186, -74, -1, 1]	5527125	48.4869450121	"4T1"	[4]
"4.4.5565125.1"	[13781, 264, -264, -1, 1]	5565125	48.5700701694	"4T1"	[]
"4.4.5618000.1"	[14045, 0, -265, 0, 1]	5618000	48.6850290762	"4T1"	[2]
"4.4.5714397.1"	[2031, -165, -167, -1, 1]	5714397	48.8925402861	"4T1"	[2, 2]
"4.4.5752832.1"	[5618, 0, -212, 0, 1]	5752832	48.9745464684	"4T1"	[2]
"4.4.5995125.1"	[14851, 274, -274, -1, 1]	5995125	49.4822638464	"4T1"	[2]
"4.4.6129013.1"	[2269, 104, -106, -1, 1]	6129013	49.7562493545	"4T1"	[]
"4.4.6195200.2"	[6050, 0, -220, 0, 1]	6195200	49.8900377809	"4T1"	[2]
"4.4.6216125.1"	[15401, 279, -279, -1, 1]	6216125	49.9321118611	"4T1"	[]
"4.4.6331625.1"	[-284, -266, -69, -1, 1]	6331625	50.16245652	"4T1"	[2]
"4.4.6331625.2"	[-284, 289, -69, -1, 1]	6331625	50.16245652	"4T1"	[2]
"4.4.6441125.1"	[15961, 284, -284, -1, 1]	6441125	50.3779431345	"4T1"	[]
"4.4.6498000.1"	[16245, 0, -285, 0, 1]	6498000	50.4887858276	"4T1"	[2, 2]
"4.4.6645925.1"	[2369, -178, -180, -1, 1]	6645925	50.7737054188	"4T1"	[2]
"4.4.6653952.1"	[6498, 0, -228, 0, 1]	6653952	50.789029699	"4T1"	[2]
"4.4.6670125.1"	[16531, 289, -289, -1, 1]	6670125	50.8198633805	"4T1"	[2, 2]
"4.4.6725897.1"	[5662, 1, -159, -1, 1]	6725897	50.9257639954	"4T1"	[10]
"4.4.6728000.2"	[16820, 0, -290, 0, 1]	6728000	50.9297442945	"4T1"	[2, 2]
"4.4.6889792.1"	[2548, 0, -182, 0, 1]	6889792	51.2332053315	"4T1"	[10]
"4.4.7129088.2"	[6962, 0, -236, 0, 1]	7129088	51.6723833954	"4T1"	[5]
"4.4.7140125.1"	[17701, 299, -299, -1, 1]	7140125	51.6923711307	"4T1"	[]
"4.4.7189057.1"	[-49, 205, -72, -1, 1]	7189057	51.7807077005	"4T1"	[]
"4.4.7294973.1"	[-59, -275, -99, -1, 1]	7294973	51.9703835749	"4T1"	[]
"4.4.7442000.1"	[18605, 0, -305, 0, 1]	7442000	52.2302875021	"4T1"	[2, 4]
"4.4.7620608.1"	[7442, 0, -244, 0, 1]	7620608	52.5408876377	"4T1"	[2]
"4.4.7626125.1"	[18911, 309, -309, -1, 1]	7626125	52.5503944059	"4T1"	[2]
"4.4.7647757.1"	[2733, -191, -193, -1, 1]	7647757	52.5876204851	"4T1"	[]
"4.4.7688000.2"	[19220, 0, -310, 0, 1]	7688000	52.6566642705	"4T1"	[2]
"4.4.7860800.1"	[6800, 0, -170, 0, 1]	7860800	52.9500880587	"4T1"	[2, 2]
"4.4.7875125.1"	[19531, 314, -314, -1, 1]	7875125	52.9741947722	"4T1"	[]
"4.4.8258753.1"	[6971, 1, -176, -1, 1]	8258753	53.6078783488	"4T1"	[2]
"4.4.8385125.1"	[20801, 324, -324, -1, 1]	8385125	53.811783383	"4T1"	[2]
"4.4.8646125.1"	[21451, 329, -329, -1, 1]	8646125	54.2257262783	"4T1"	[]
"4.4.8652800.1"	[8450, 0, -260, 0, 1]	8652800	54.2361891152	"4T1"	[2, 2]
"4.4.8712000.2"	[21780, 0, -330, 0, 1]	8712000	54.3287192036	"4T1"	[2, 2]
"4.4.8804429.1"	[313, 415, -141, -1, 1]	8804429	54.4722480602	"4T1"	[5]
"4.4.8911125.2"	[22111, 334, -334, -1, 1]	8911125	54.6365331071	"4T1"	[2, 2]
"4.4.9180125.1"	[22781, 339, -339, -1, 1]	9180125	55.0442740847	"4T1"	[]
"4.4.9193472.1"	[8978, 0, -268, 0, 1]	9193472	55.0642704276	"4T1"	[]
"4.4.9272709.1"	[967, 82, -88, -1, 1]	9272709	55.1825363063	"4T1"	[]
"4.4.9511568.1"	[8228, 0, -187, 0, 1]	9511568	55.5345208673	"4T1"	[2]
"4.4.9522000.1"	[23805, 0, -345, 0, 1]	9522000	55.5497417541	"4T1"	[2, 2]
"4.4.9528128.1"	[212, 0, -106, 0, 1]	9528128	55.5586770276	"4T1"	[]
"4.4.9725425.1"	[1389, 187, -100, -1, 1]	9725425	55.8440808595	"4T1"	[2]
"4.4.9750528.2"	[9522, 0, -276, 0, 1]	9750528	55.8800818335	"4T1"	[2]
"4.4.9755600.2"	[725, 0, -145, 0, 1]	9755600	55.8873472992	"4T1"	[2, 2]
"4.4.9826000.1"	[85, 0, -85, 0, 1]	9826000	55.9879015099	"4T1"	[4]
"4.4.9826000.2"	[765, 0, -85, 0, 1]	9826000	55.9879015099	"4T1"	[4]
"4.4.9862333.1"	[3539, -217, -219, -1, 1]	9862333	56.0395856599	"4T1"	[]
"4.4.9924624.1"	[1476, 0, -123, 0, 1]	9924624	56.1278640678	"4T1"	[2]
"4.4.10011125.1"	[24851, 354, -354, -1, 1]	10011125	56.2497661165	"4T1"	[]
"4.4.10061824.1"	[306, 0, -68, 0, 1]	10061824	56.3208472131	"4T1"	[4]
"4.4.10061824.2"	[850, 0, -68, 0, 1]	10061824	56.3208472131	"4T1"	[4]
"4.4.10158928.1"	[3757, 0, -221, 0, 1]	10158928	56.4562425911	"4T1"	[2, 2]
"4.4.10296125.1"	[25561, 359, -359, -1, 1]	10296125	56.6458961242	"4T1"	[2, 2]
"4.4.10323968.2"	[10082, 0, -284, 0, 1]	10323968	56.6841531092	"4T1"	[]
"4.4.10585125.1"	[26281, 364, -364, -1, 1]	10585125	57.0392751292	"4T1"	[2]
"4.4.10658000.1"	[26645, 0, -365, 0, 1]	10658000	57.1371967036	"4T1"	[2]
"4.4.10913792.2"	[10658, 0, -292, 0, 1]	10913792	57.4769769708	"4T1"	[2]
"4.4.10952000.1"	[27380, 0, -370, 0, 1]	10952000	57.5272162259	"4T1"	[2]
"4.4.11075077.1"	[3981, -230, -232, -1, 1]	11075077	57.6881601999	"4T1"	[]
"4.4.11122069.1"	[1215, 324, -114, -1, 1]	11122069	57.7492563728	"4T1"	[5]
"4.4.11175125.1"	[27751, 374, -374, -1, 1]	11175125	57.8180043443	"4T1"	[2]
"4.4.11396925.1"	[4341, 141, -143, -1, 1]	11396925	58.1027813819	"4T1"	[2]
"4.4.11476125.2"	[28501, 379, -379, -1, 1]	11476125	58.2034619753	"4T1"	[2, 2]
"4.4.11647649.1"	[1472, -264, -138, -1, 1]	11647649	58.4197331263	"4T1"	[2]
"4.4.11655261.1"	[1047, -75, -95, -1, 1]	11655261	58.4292754397	"4T1"	[]
"4.4.11781125.1"	[29261, 384, -384, -1, 1]	11781125	58.5863836182	"4T1"	[]
"4.4.11858000.1"	[29645, 0, -385, 0, 1]	11858000	58.6817236058	"4T1"	[2, 2]
"4.4.12090125.1"	[30031, 389, -389, -1, 1]	12090125	58.9668186781	"4T1"	[]
"4.4.12142592.3"	[11858, 0, -308, 0, 1]	12142592	59.0306887787	"4T1"	[2]
"4.4.12168000.1"	[30420, 0, -390, 0, 1]	12168000	59.0615445523	"4T1"	[2, 2]
"4.4.12544000.1"	[490, 0, -140, 0, 1]	12544000	59.5126119355	"4T1"	[4]
"4.4.12544000.2"	[4410, 0, -140, 0, 1]	12544000	59.5126119355	"4T1"	[4]
"4.4.12649337.1"	[-314, -335, -87, -1, 1]	12649337	59.6371582383	"4T1"	[]
"4.4.12720125.2"	[31601, 399, -399, -1, 1]	12720125	59.7204188206	"4T1"	[2, 2]
"4.4.12781568.2"	[12482, 0, -316, 0, 1]	12781568	59.7924065888	"4T1"	[]
"4.4.12901781.1"	[545, 502, -170, -1, 1]	12901781	59.9325030877	"4T1"	[]
"4.4.13041125.1"	[32401, 404, -404, -1, 1]	13041125	60.093675072	"4T1"	[2]
"4.4.13366125.1"	[33211, 409, -409, -1, 1]	13366125	60.4646272064	"4T1"	[2, 2]
"4.4.13448000.2"	[33620, 0, -410, 0, 1]	13448000	60.5570101896	"4T1"	[2, 2]
"4.4.13695125.1"	[34031, 414, -414, -1, 1]	13695125	60.8333173743	"4T1"	[]
"4.4.13711477.1"	[4943, -256, -258, -1, 1]	13711477	60.8514680176	"4T1"	[]
"4.4.13800617.2"	[11714, 1, -227, -1, 1]	13800617	60.950128537	"4T1"	[2, 2]
"4.4.13997521.1"	[-739, 497, -90, -1, 1]	13997521	61.1663804863	"4T1"	[]
"4.4.14048064.1"	[1044, 0, -174, 0, 1]	14048064	61.2215215898	"4T1"	[2]
"4.4.14108672.1"	[13778, 0, -332, 0, 1]	14108672	61.2874475049	"4T1"	[]
